,ID_consumidor,ID_lugar,calificacion,calificacion_comida,calificacion_servicio,latitud,longitud,fumador_activo,nivel_de_alcohol,vestimenta_preferida,ambiente,medio_de_transporte,estado_civil,año_nacimiento,intereses,ocupacion,presupuesto,tipo_de_comida,metodo_de_pago,tipo_de_restaurante,forma_de_pago_que_aceptan,dias_abierto
18,U1103,132613,2,2,2,23.752265,-99.16859,falso,sobrio,formal,amigos,transporte_publico,soltero,1989,tecnología,profesional,medio,comida_rapida,tarjeta_debito_credito,latinoamericana,dinero_efectivo,lunes a domingo
19,U1103,132667,1,2,2,23.752265,-99.16859,falso,sobrio,formal,amigos,transporte_publico,soltero,1989,tecnología,profesional,medio,comida_rapida,tarjeta_debito_credito,asiatica,dinero_efectivo,lunes a domingo
20,U1103,135104,1,2,0,23.752265,-99.16859,falso,sobrio,formal,amigos,transporte_publico,soltero,1989,tecnología,profesional,medio,comida_rapida,tarjeta_debito_credito,latinoamericana,tarjeta_debito_credito y dinero_efectivo,lunes a domingo
21,U1103,132663,1,0,2,23.752265,-99.16859,falso,sobrio,formal,amigos,transporte_publico,soltero,1989,tecnología,profesional,medio,comida_rapida,tarjeta_debito_credito,,,
22,U1103,132733,2,2,2,23.752265,-99.16859,falso,sobrio,formal,amigos,transporte_publico,soltero,1989,tecnología,profesional,medio,comida_rapida,tarjeta_debito_credito,comida_rapida,tarjeta_debito_credito y dinero_efectivo,lunes a domingo
23,U1107,132660,2,2,1,23.742409,-99.171889,falso,sobrio,sin_preferencia,amigos,auto,soltero,1989,variedad,desconocido,alto,norteamericana,dinero_efectivo,,,
24,U1107,132584,2,2,2,23.742409,-99.171889,falso,sobrio,sin_preferencia,amigos,auto,soltero,1989,variedad,desconocido,alto,norteamericana,dinero_efectivo,latinoamericana,dinero_efectivo,lunes a domingo
25,U1107,132733,2,2,2,23.742409,-99.171889,falso,sobrio,sin_preferencia,amigos,auto,soltero,1989,variedad,desconocido,alto,norteamericana,dinero_efectivo,comida_rapida,tarjeta_debito_credito y dinero_efectivo,lunes a domingo
26,U1044,135088,2,2,2,18.95298,-99.260789,verdadero,bebedor_social,informal,familia,auto,casado,1969,variedad,profesional,medio,asiatica,dinero_efectivo,panaderia_cafeteria,dinero_efectivo,lunes a domingo
27,U1044,132583,1,2,1,18.95298,-99.260789,verdadero,bebedor_social,informal,familia,auto,casado,1969,variedad,profesional,medio,asiatica,dinero_efectivo,,,
28,U1070,132608,2,2,1,23.753237,-99.166868,falso,bebedor_casual,informal,amigos,transporte_publico,soltero,1991,variedad,estudiante,bajo,latinoamericana,dinero_efectivo,latinoamericana,dinero_efectivo,lunes a domingo
29,U1070,132609,1,1,1,23.753237,-99.166868,falso,bebedor_casual,informal,amigos,transporte_publico,soltero,1991,variedad,estudiante,bajo,latinoamericana,dinero_efectivo,comida_rapida,dinero_efectivo,lunes a domingo
30,U1070,132613,1,1,0,23.753237,-99.166868,falso,bebedor_casual,informal,amigos,transporte_publico,soltero,1991,variedad,estudiante,bajo,latinoamericana,dinero_efectivo,latinoamericana,dinero_efectivo,lunes a domingo
31,U1031,132663,0,0,0,23.735698,-99.159851,falso,sobrio,informal,solitario,desconocido,casado,1992,ninguno,desempleado,medio,panaderia_cafeteria,dinero_efectivo,,,
32,U1031,132665,0,0,0,23.735698,-99.159851,falso,sobrio,informal,solitario,desconocido,casado,1992,ninguno,desempleado,medio,panaderia_cafeteria,dinero_efectivo,,,
33,U1031,132668,0,0,0,23.735698,-99.159851,falso,sobrio,informal,solitario,desconocido,casado,1992,ninguno,desempleado,medio,panaderia_cafeteria,dinero_efectivo,,,
34,U1082,132630,1,1,1,23.753061,-99.166095,verdadero,sobrio,informal,amigos,transporte_publico,soltero,1989,variedad,estudiante,medio,latinoamericana,dinero_efectivo,,,
35,U1023,132715,0,0,0,23.752943,-99.166589,falso,bebedor_casual,informal,amigos,auto,soltero,1988,ninguno,estudiante,bajo,norteamericana,dinero_efectivo,latinoamericana,dinero_efectivo,lunes a domingo
36,U1023,132717,0,0,0,23.752943,-99.166589,falso,bebedor_casual,informal,amigos,auto,soltero,1988,ninguno,estudiante,bajo,norteamericana,dinero_efectivo,comida_rapida,dinero_efectivo,lunes a domingo
37,U1082,132613,0,0,0,23.753061,-99.166095,verdadero,sobrio,informal,amigos,transporte_publico,soltero,1989,variedad,estudiante,medio,latinoamericana,dinero_efectivo,latinoamericana,dinero_efectivo,lunes a domingo
38,U1082,132594,0,0,0,23.753061,-99.166095,verdadero,sobrio,informal,amigos,transporte_publico,soltero,1989,variedad,estudiante,medio,latinoamericana,dinero_efectivo,latinoamericana,dinero_efectivo,lunes a domingo
39,U1082,132608,0,0,0,23.753061,-99.166095,verdadero,sobrio,informal,amigos,transporte_publico,soltero,1989,variedad,estudiante,medio,latinoamericana,dinero_efectivo,latinoamericana,dinero_efectivo,lunes a domingo
40,U1082,132609,0,0,0,23.753061,-99.166095,verdadero,sobrio,informal,amigos,transporte_publico,soltero,1989,variedad,estudiante,medio,latinoamericana,dinero_efectivo,comida_rapida,dinero_efectivo,lunes a domingo
41,U1082,132663,0,0,0,23.753061,-99.166095,verdadero,sobrio,informal,amigos,transporte_publico,soltero,1989,variedad,estudiante,medio,latinoamericana,dinero_efectivo,,,
42,U1082,132560,0,0,0,23.753061,-99.166095,verdadero,sobrio,informal,amigos,transporte_publico,soltero,1989,variedad,estudiante,medio,latinoamericana,dinero_efectivo,norteamericana,dinero_efectivo,lunes a domingo
43,U1060,132564,2,2,2,23.715238,-99.158864,falso,bebedor_casual,formal,familia,transporte_publico,soltero,1991,tecnología,estudiante,medio,asiatica,dinero_efectivo,,,
44,U1060,132717,2,2,2,23.715238,-99.158864,falso,bebedor_casual,formal,familia,transporte_publico,soltero,1991,tecnología,estudiante,medio,asiatica,dinero_efectivo,comida_rapida,dinero_efectivo,lunes a domingo
45,U1060,132733,2,1,2,23.715238,-99.158864,falso,bebedor_casual,formal,familia,transporte_publico,soltero,1991,tecnología,estudiante,medio,asiatica,dinero_efectivo,comida_rapida,tarjeta_debito_credito y dinero_efectivo,lunes a domingo
46,U1060,132740,1,2,1,23.715238,-99.158864,falso,bebedor_casual,formal,familia,transporte_publico,soltero,1991,tecnología,estudiante,medio,asiatica,dinero_efectivo,latinoamericana,dinero_efectivo,lunes a domingo
47,U1015,135071,0,0,0,22.12676,-100.905209,verdadero,bebedor_social,informal,familia,transporte_publico,soltero,1989,tecnología,estudiante,medio,restaurante_familiar,tarjeta_debito_credito,norteamericana,tarjeta_debito_credito y dinero_efectivo,lunes a domingo
48,U1123,132733,1,2,1,23.753112,-99.168567,falso,sobrio,informal,familia,desconocido,soltero,1987,tecnología,estudiante,medio,latinoamericana,dinero_efectivo,comida_rapida,tarjeta_debito_credito y dinero_efectivo,lunes a domingo
49,U1123,132608,1,2,1,23.753112,-99.168567,falso,sobrio,informal,familia,desconocido,soltero,1987,tecnología,estudiante,medio,latinoamericana,dinero_efectivo,latinoamericana,dinero_efectivo,lunes a domingo
50,U1123,135104,2,2,2,23.753112,-99.168567,falso,sobrio,informal,familia,desconocido,soltero,1987,tecnología,estudiante,medio,latinoamericana,dinero_efectivo,latinoamericana,tarjeta_debito_credito y dinero_efectivo,lunes a domingo
51,U1123,132584,1,2,0,23.753112,-99.168567,falso,sobrio,informal,familia,desconocido,soltero,1987,tecnología,estudiante,medio,latinoamericana,dinero_efectivo,latinoamericana,dinero_efectivo,lunes a domingo
52,U1123,132667,1,2,1,23.753112,-99.168567,falso,sobrio,informal,familia,desconocido,soltero,1987,tecnología,estudiante,medio,latinoamericana,dinero_efectivo,asiatica,dinero_efectivo,lunes a domingo
53,U1123,132740,1,1,1,23.753112,-99.168567,falso,sobrio,informal,familia,desconocido,soltero,1987,tecnología,estudiante,medio,latinoamericana,dinero_efectivo,latinoamericana,dinero_efectivo,lunes a domingo
54,U1123,132613,1,2,1,23.753112,-99.168567,falso,sobrio,informal,familia,desconocido,soltero,1987,tecnología,estudiante,medio,latinoamericana,dinero_efectivo,latinoamericana,dinero_efectivo,lunes a domingo
55,U1123,132594,1,1,1,23.753112,-99.168567,falso,sobrio,informal,familia,desconocido,soltero,1987,tecnología,estudiante,medio,latinoamericana,dinero_efectivo,latinoamericana,dinero_efectivo,lunes a domingo
56,U1021,132740,2,2,1,23.730569,-99.171883,falso,bebedor_social,sin_preferencia,familia,auto,soltero,1984,ninguno,estudiante,medio,latinoamericana,tarjeta_debito_credito,latinoamericana,dinero_efectivo,lunes a domingo
57,U1026,132626,2,2,2,23.733,-99.133,falso,sobrio,formal,familia,transporte_publico,soltero,1989,tecnología,estudiante,medio,restaurante_familiar,dinero_efectivo,europea,tarjeta_debito_credito y dinero_efectivo,lunes a domingo
58,U1021,132668,2,2,2,23.730569,-99.171883,falso,bebedor_social,sin_preferencia,familia,auto,soltero,1984,ninguno,estudiante,medio,latinoamericana,tarjeta_debito_credito,,,
59,U1021,132715,2,2,1,23.730569,-99.171883,falso,bebedor_social,sin_preferencia,familia,auto,soltero,1984,ninguno,estudiante,medio,latinoamericana,tarjeta_debito_credito,latinoamericana,dinero_efectivo,lunes a domingo
60,U1044,134987,0,0,0,18.95298,-99.260789,verdadero,bebedor_social,informal,familia,auto,casado,1969,variedad,profesional,medio,asiatica,dinero_efectivo,,,
61,U1083,135034,2,2,2,22.13392,-101.028373,falso,sobrio,sin_preferencia,solitario,desconocido,soltero,1981,ninguno,desconocido,medio,latinoamericana,tarjeta_debito_credito,asiatica,tarjeta_debito_credito y dinero_efectivo,lunes a domingo
62,U1083,132723,1,1,1,22.13392,-101.028373,falso,sobrio,sin_preferencia,solitario,desconocido,soltero,1981,ninguno,desconocido,medio,latinoamericana,tarjeta_debito_credito,latinoamericana,tarjeta_debito_credito y dinero_efectivo,lunes a domingo
63,U1083,135046,2,2,1,22.13392,-101.028373,falso,sobrio,sin_preferencia,solitario,desconocido,soltero,1981,ninguno,desconocido,medio,latinoamericana,tarjeta_debito_credito,comida_rapida,tarjeta_debito_credito y dinero_efectivo,lunes a domingo
64,U1108,135075,2,2,2,22.143524,-100.987562,falso,sobrio,informal,solitario,transporte_publico,soltero,1983,tecnología,estudiante,medio,latinoamericana,dinero_efectivo,norteamericana,dinero_efectivo,lunes a domingo
65,U1108,132572,1,2,1,22.143524,-100.987562,falso,sobrio,informal,solitario,transporte_publico,soltero,1983,tecnología,estudiante,medio,latinoamericana,dinero_efectivo,panaderia_cafeteria,dinero_efectivo,lunes a domingo
66,U1108,135074,2,2,1,22.143524,-100.987562,falso,sobrio,informal,solitario,transporte_publico,soltero,1983,tecnología,estudiante,medio,latinoamericana,dinero_efectivo,norteamericana,tarjeta_debito_credito y dinero_efectivo,lunes a domingo
67,U1108,135028,1,1,1,22.143524,-100.987562,falso,sobrio,informal,solitario,transporte_publico,soltero,1983,tecnología,estudiante,medio,latinoamericana,dinero_efectivo,latinoamericana,tarjeta_debito_credito y dinero_efectivo,lunes a domingo
68,U1108,135085,1,2,1,22.143524,-100.987562,falso,sobrio,informal,solitario,transporte_publico,soltero,1983,tecnología,estudiante,medio,latinoamericana,dinero_efectivo,comida_rapida,dinero_efectivo,lunes a domingo
69,U1108,135032,2,1,2,22.143524,-100.987562,falso,sobrio,informal,solitario,transporte_publico,soltero,1983,tecnología,estudiante,medio,latinoamericana,dinero_efectivo,panaderia_cafeteria-norteamericana,tarjeta_debito_credito y dinero_efectivo,lunes a domingo
70,U1108,135086,1,1,0,22.143524,-100.987562,falso,sobrio,informal,solitario,transporte_publico,soltero,1983,tecnología,estudiante,medio,latinoamericana,dinero_efectivo,comida_rapida,tarjeta_debito_credito y dinero_efectivo,lunes a domingo
71,U1108,132723,2,2,2,22.143524,-100.987562,falso,sobrio,informal,solitario,transporte_publico,soltero,1983,tecnología,estudiante,medio,latinoamericana,dinero_efectivo,latinoamericana,tarjeta_debito_credito y dinero_efectivo,lunes a domingo
72,U1108,135046,1,2,1,22.143524,-100.987562,falso,sobrio,informal,solitario,transporte_publico,soltero,1983,tecnología,estudiante,medio,latinoamericana,dinero_efectivo,comida_rapida,tarjeta_debito_credito y dinero_efectivo,lunes a domingo
73,U1108,135058,1,1,1,22.143524,-100.987562,falso,sobrio,informal,solitario,transporte_publico,soltero,1983,tecnología,estudiante,medio,latinoamericana,dinero_efectivo,comida_rapida,tarjeta_debito_credito y dinero_efectivo,lunes a domingo
74,U1012,135001,1,1,2,18.813348,-99.243697,falso,bebedor_casual,formal,familia,transporte_publico,soltero,1988,tecnología,estudiante,medio,panaderia_cafeteria,dinero_efectivo,,,
75,U1012,134983,2,2,2,18.813348,-99.243697,falso,bebedor_casual,formal,familia,transporte_publico,soltero,1988,tecnología,estudiante,medio,panaderia_cafeteria,dinero_efectivo,norteamericana,tarjeta_debito_credito y dinero_efectivo,lunes a domingo
76,U1012,134996,2,2,2,18.813348,-99.243697,falso,bebedor_casual,formal,familia,transporte_publico,soltero,1988,tecnología,estudiante,medio,panaderia_cafeteria,dinero_efectivo,,,
77,U1093,135019,2,2,2,18.871654,-99.183251,verdadero,bebedor_casual,sin_preferencia,familia,auto,soltero,1990,variedad,estudiante,medio,latinoamericana,tarjeta_debito_credito,,,
78,U1093,134996,2,2,2,18.871654,-99.183251,verdadero,bebedor_casual,sin_preferencia,familia,auto,soltero,1990,variedad,estudiante,medio,latinoamericana,tarjeta_debito_credito,,,
79,U1093,135001,2,2,2,18.871654,-99.183251,verdadero,bebedor_casual,sin_preferencia,familia,auto,soltero,1990,variedad,estudiante,medio,latinoamericana,tarjeta_debito_credito,,,
80,U1093,134976,2,2,1,18.871654,-99.183251,verdadero,bebedor_casual,sin_preferencia,familia,auto,soltero,1990,variedad,estudiante,medio,latinoamericana,tarjeta_debito_credito,,,
81,U1093,134999,2,2,2,18.871654,-99.183251,verdadero,bebedor_casual,sin_preferencia,familia,auto,soltero,1990,variedad,estudiante,medio,latinoamericana,tarjeta_debito_credito,,,
82,U1030,135018,2,2,2,18.844818,-99.182758,falso,bebedor_casual,formal,familia,caminando,soltero,1991,eco-friendly,estudiante,medio,norteamericana,tarjeta_debito_credito,latinoamericana,tarjeta_debito_credito y dinero_efectivo,lunes a domingo
83,U1093,135013,2,2,1,18.871654,-99.183251,verdadero,bebedor_casual,sin_preferencia,familia,auto,soltero,1990,variedad,estudiante,medio,latinoamericana,tarjeta_debito_credito,,,
84,U1030,134986,2,2,2,18.844818,-99.182758,falso,bebedor_casual,formal,familia,caminando,soltero,1991,eco-friendly,estudiante,medio,norteamericana,tarjeta_debito_credito,,,
85,U1012,134986,2,2,2,18.813348,-99.243697,falso,bebedor_casual,formal,familia,transporte_publico,soltero,1988,tecnología,estudiante,medio,panaderia_cafeteria,dinero_efectivo,,,
86,U1012,135018,2,2,2,18.813348,-99.243697,falso,bebedor_casual,formal,familia,transporte_publico,soltero,1988,tecnología,estudiante,medio,panaderia_cafeteria,dinero_efectivo,latinoamericana,tarjeta_debito_credito y dinero_efectivo,lunes a domingo
87,U1030,135088,1,0,1,18.844818,-99.182758,falso,bebedor_casual,formal,familia,caminando,soltero,1991,eco-friendly,estudiante,medio,norteamericana,tarjeta_debito_credito,panaderia_cafeteria,dinero_efectivo,lunes a domingo
88,U1093,132767,2,2,2,18.871654,-99.183251,verdadero,bebedor_casual,sin_preferencia,familia,auto,soltero,1990,variedad,estudiante,medio,latinoamericana,tarjeta_debito_credito,asiatica,tarjeta_debito_credito y dinero_efectivo,lunes a domingo
89,U1030,135016,0,0,0,18.844818,-99.182758,falso,bebedor_casual,formal,familia,caminando,soltero,1991,eco-friendly,estudiante,medio,norteamericana,tarjeta_debito_credito,,,
90,U1093,135011,1,1,0,18.871654,-99.183251,verdadero,bebedor_casual,sin_preferencia,familia,auto,soltero,1990,variedad,estudiante,medio,latinoamericana,tarjeta_debito_credito,,,
91,U1030,132767,0,0,0,18.844818,-99.182758,falso,bebedor_casual,formal,familia,caminando,soltero,1991,eco-friendly,estudiante,medio,norteamericana,tarjeta_debito_credito,asiatica,tarjeta_debito_credito y dinero_efectivo,lunes a domingo
92,U1030,135019,0,0,0,18.844818,-99.182758,falso,bebedor_casual,formal,familia,caminando,soltero,1991,eco-friendly,estudiante,medio,norteamericana,tarjeta_debito_credito,,,
93,U1030,135109,0,0,0,18.844818,-99.182758,falso,bebedor_casual,formal,familia,caminando,soltero,1991,eco-friendly,estudiante,medio,norteamericana,tarjeta_debito_credito,europea,dinero_efectivo,lunes a domingo
94,U1030,134996,0,0,0,18.844818,-99.182758,falso,bebedor_casual,formal,familia,caminando,soltero,1991,eco-friendly,estudiante,medio,norteamericana,tarjeta_debito_credito,,,
95,U1066,135011,1,2,2,18.890695,-99.157104,falso,sobrio,informal,solitario,transporte_publico,soltero,1986,tecnología,estudiante,bajo,latinoamericana,dinero_efectivo,,,
96,U1066,134999,1,1,1,18.890695,-99.157104,falso,sobrio,informal,solitario,transporte_publico,soltero,1986,tecnología,estudiante,bajo,latinoamericana,dinero_efectivo,,,
97,U1127,134975,2,2,2,18.943935,-99.206532,falso,sobrio,sin_preferencia,solitario,transporte_publico,soltero,1992,variedad,estudiante,bajo,latinoamericana,dinero_efectivo,,,
98,U1127,135021,2,1,1,18.943935,-99.206532,falso,sobrio,sin_preferencia,solitario,transporte_publico,soltero,1992,variedad,estudiante,bajo,latinoamericana,dinero_efectivo,comida_rapida,dinero_efectivo,lunes a domingo
99,U1127,134987,2,0,2,18.943935,-99.206532,falso,sobrio,sin_preferencia,solitario,transporte_publico,soltero,1992,variedad,estudiante,bajo,latinoamericana,dinero_efectivo,,,
100,U1127,134996,2,2,2,18.943935,-99.206532,falso,sobrio,sin_preferencia,solitario,transporte_publico,soltero,1992,variedad,estudiante,bajo,latinoamericana,dinero_efectivo,,,
101,U1017,132768,1,1,1,18.952615,-99.201616,falso,bebedor_casual,formal,familia,transporte_publico,soltero,1991,retro,profesional,medio,latinoamericana,dinero_efectivo,restaurante_familiar,tarjeta_debito_credito y dinero_efectivo,lunes a domingo
102,U1066,135019,2,1,0,18.890695,-99.157104,falso,sobrio,informal,solitario,transporte_publico,soltero,1986,tecnología,estudiante,bajo,latinoamericana,dinero_efectivo,,,
103,U1017,134975,2,1,1,18.952615,-99.201616,falso,bebedor_casual,formal,familia,transporte_publico,soltero,1991,retro,profesional,medio,latinoamericana,dinero_efectivo,,,
104,U1017,134983,0,0,1,18.952615,-99.201616,falso,bebedor_casual,formal,familia,transporte_publico,soltero,1991,retro,profesional,medio,latinoamericana,dinero_efectivo,norteamericana,tarjeta_debito_credito y dinero_efectivo,lunes a domingo
105,U1066,132767,1,2,1,18.890695,-99.157104,falso,sobrio,informal,solitario,transporte_publico,soltero,1986,tecnología,estudiante,bajo,latinoamericana,dinero_efectivo,asiatica,tarjeta_debito_credito y dinero_efectivo,lunes a domingo
106,U1100,135021,2,1,0,18.879729,-99.067106,falso,bebedor_casual,formal,amigos,transporte_publico,soltero,1990,eco-friendly,estudiante,medio,norteamericana,dinero_efectivo,comida_rapida,dinero_efectivo,lunes a domingo
107,U1100,134996,2,1,1,18.879729,-99.067106,falso,bebedor_casual,formal,amigos,transporte_publico,soltero,1990,eco-friendly,estudiante,medio,norteamericana,dinero_efectivo,,,
108,U1066,135013,1,2,2,18.890695,-99.157104,falso,sobrio,informal,solitario,transporte_publico,soltero,1986,tecnología,estudiante,bajo,latinoamericana,dinero_efectivo,,,
109,U1100,135000,2,1,1,18.879729,-99.067106,falso,bebedor_casual,formal,amigos,transporte_publico,soltero,1990,eco-friendly,estudiante,medio,norteamericana,dinero_efectivo,,,
110,U1100,135001,2,2,2,18.879729,-99.067106,falso,bebedor_casual,formal,amigos,transporte_publico,soltero,1990,eco-friendly,estudiante,medio,norteamericana,dinero_efectivo,,,
111,U1100,132768,2,2,2,18.879729,-99.067106,falso,bebedor_casual,formal,amigos,transporte_publico,soltero,1990,eco-friendly,estudiante,medio,norteamericana,dinero_efectivo,restaurante_familiar,tarjeta_debito_credito y dinero_efectivo,lunes a domingo
112,U1100,134976,2,2,1,18.879729,-99.067106,falso,bebedor_casual,formal,amigos,transporte_publico,soltero,1990,eco-friendly,estudiante,medio,norteamericana,dinero_efectivo,,,
113,U1133,134983,1,1,1,18.886698,-99.114979,falso,sobrio,sin_preferencia,familia,auto,soltero,1991,ninguno,estudiante,medio,latinoamericana,tarjeta_debito_credito,norteamericana,tarjeta_debito_credito y dinero_efectivo,lunes a domingo
114,U1133,134986,2,2,2,18.886698,-99.114979,falso,sobrio,sin_preferencia,familia,auto,soltero,1991,ninguno,estudiante,medio,latinoamericana,tarjeta_debito_credito,,,
115,U1133,132766,1,1,0,18.886698,-99.114979,falso,sobrio,sin_preferencia,familia,auto,soltero,1991,ninguno,estudiante,medio,latinoamericana,tarjeta_debito_credito,asiatica,dinero_efectivo,lunes a domingo
116,U1133,132767,0,0,0,18.886698,-99.114979,falso,sobrio,sin_preferencia,familia,auto,soltero,1991,ninguno,estudiante,medio,latinoamericana,tarjeta_debito_credito,asiatica,tarjeta_debito_credito y dinero_efectivo,lunes a domingo
117,U1133,135021,2,2,2,18.886698,-99.114979,falso,sobrio,sin_preferencia,familia,auto,soltero,1991,ninguno,estudiante,medio,latinoamericana,tarjeta_debito_credito,comida_rapida,dinero_efectivo,lunes a domingo
118,U1133,135001,2,2,2,18.886698,-99.114979,falso,sobrio,sin_preferencia,familia,auto,soltero,1991,ninguno,estudiante,medio,latinoamericana,tarjeta_debito_credito,,,
119,U1133,134975,1,1,1,18.886698,-99.114979,falso,sobrio,sin_preferencia,familia,auto,soltero,1991,ninguno,estudiante,medio,latinoamericana,tarjeta_debito_credito,,,
120,U1133,134992,1,2,1,18.886698,-99.114979,falso,sobrio,sin_preferencia,familia,auto,soltero,1991,ninguno,estudiante,medio,latinoamericana,tarjeta_debito_credito,,,
121,U1133,135019,1,2,0,18.886698,-99.114979,falso,sobrio,sin_preferencia,familia,auto,soltero,1991,ninguno,estudiante,medio,latinoamericana,tarjeta_debito_credito,,,
122,U1118,134987,0,0,0,18.940062,-99.228172,verdadero,bebedor_casual,informal,amigos,transporte_publico,soltero,1987,tecnología,estudiante,medio,latinoamericana,dinero_efectivo,,,
123,U1072,135016,1,2,2,18.86826,-99.212033,falso,bebedor_casual,sin_preferencia,familia,transporte_publico,soltero,1984,eco-friendly,estudiante,medio,latinoamericana,dinero_efectivo,,,
124,U1072,132773,2,1,2,18.86826,-99.212033,falso,bebedor_casual,sin_preferencia,familia,transporte_publico,soltero,1984,eco-friendly,estudiante,medio,latinoamericana,dinero_efectivo,restaurante_familiar-latinoamericana,dinero_efectivo,lunes a domingo
125,U1072,135088,0,1,0,18.86826,-99.212033,falso,bebedor_casual,sin_preferencia,familia,transporte_publico,soltero,1984,eco-friendly,estudiante,medio,latinoamericana,dinero_efectivo,panaderia_cafeteria,dinero_efectivo,lunes a domingo
126,U1026,132561,1,1,1,23.733,-99.133,falso,sobrio,formal,familia,transporte_publico,soltero,1989,tecnología,estudiante,medio,restaurante_familiar,dinero_efectivo,,,
127,U1026,132706,0,2,0,23.733,-99.133,falso,sobrio,formal,familia,transporte_publico,soltero,1989,tecnología,estudiante,medio,restaurante_familiar,dinero_efectivo,latinoamericana,tarjeta_debito_credito y dinero_efectivo,lunes a domingo
128,U1026,132654,0,0,0,23.733,-99.133,falso,sobrio,formal,familia,transporte_publico,soltero,1989,tecnología,estudiante,medio,restaurante_familiar,dinero_efectivo,,,
129,U1026,132665,2,2,2,23.733,-99.133,falso,sobrio,formal,familia,transporte_publico,soltero,1989,tecnología,estudiante,medio,restaurante_familiar,dinero_efectivo,,,
